,Year,RC_ID,Region,GIS Code,Ramp,Begin Milepoint,End Milepoint,Roadway Begin Description,Roadway End Description,Municipality,Signing,Route Number,Road Name,AADT,Count Type
12126,2014,02_2074,11,25636401.0,N,0.0,1.39,FLUSHING AVE,I 278,NEW YORK CITY,,,MORGAN AVE,13867,FORECAST
12127,2014,02_2075,11,25635101.0,N,0.0,2.56,FULTON ST,METROPOLITAN AVE,NEW YORK CITY,,,MARCY AVE,6163,FORECAST
12128,2014,02_2076,11,25609301.0,N,0.49,1.36,3RD AVE,PROSPECT PK W,NEW YORK CITY,,,3RD ST,3533,FORECAST
12129,2014,02_2077,11,30086301.0,N,0.0,0.81,KINGS HWY,CONEY ISL AVE,NEW YORK CITY,,,AVENUE O,6396,ACTUAL
12130,2014,02_2078,11,25622901.0,N,0.0,1.39,DIVISION AVE,MCGUINESS BLVD,NEW YORK CITY,,,DRIGGS AVE,5174,FORECAST
12131,2014,02_2079,11,25633501.0,N,0.0,1.33,FULTON AVE,BROADWAY,NEW YORK CITY,,,LEWIS AVE,6844,FORECAST
12132,2014,02_2080,11,25612501.0,N,0.6,1.32,GLENWOOD RD,SNYDER AVE,NEW YORK CITY,,,ALBANY AVE,6281,FORECAST
12133,2014,02_2081,11,25616601.0,N,0.6,1.92,18TH AVE,STILLWELL AVE,NEW YORK CITY,,,BENSON AVE,6208,FORECAST
12134,2014,02_2082,11,25623401.0,N,0.0,1.31,SEAVIEW AVE,STANLEY AVE,NEW YORK CITY,,,E 108TH ST,8147,FORECAST
12135,2014,02_2083,11,30120301.0,N,0.0,0.84,ATLANTIC AVE EB,BROADWAY,NEW YORK CITY,,,HOWARD AVE,4129,FORECAST
12136,2014,02_2084,11,30095601.0,N,0.3,1.37,LINDEN BLVD,EAST NY AVE,NEW YORK CITY,,,ROCKAWAY PKWY,21854,FORECAST
12137,2014,02_2085,11,25607201.0,N,0.0,1.05,86TH ST,65TH AVE,NEW YORK CITY,,,10TH AVE,5552,FORECAST
12138,2014,02_2086,11,25628001.0,N,0.0,1.28,PLUMB BEACH AV,KNAPP ST,NEW YORK CITY,,,GERRITSEN AVE,8526,FORECAST
12139,2014,02_2087,11,25628401.0,N,0.0,1.28,BROADWAY,MEEKER AVE,NEW YORK CITY,,,GRAHAM AVE,8088,FORECAST
12140,2014,02_2088,11,25609001.0,N,0.44,1.68,5TH AVE,DAHILL RD,NEW YORK CITY,,,37TH ST,3631,ACTUAL
12141,2014,02_2089,11,25637801.0,N,1.49,2.78,60TH ST,9TH AVE,NEW YORK CITY,,,NEW UTRECHT AV,7061,FORECAST
12142,2014,02_2090,11,25615301.0,N,0.91,2.12,BAY PKWY,14TH AVE,NEW YORK CITY,,,BATH AVE,7537,FORECAST
12143,2014,02_2091,11,25646201.0,N,0.0,1.21,FULTON ST,BROADWAY,NEW YORK CITY,,,STUYVESANT AVE,4063,FORECAST
12144,2014,02_2092,11,25621501.0,N,0.25,1.47,PENNSYLVNIA AVE,CRESCENT ST,NEW YORK CITY,,,COZINE AVE,2889,FORECAST
12145,2014,02_2093,11,30090801.0,N,0.0,1.18,18TH AVE,CATON AVE,NEW YORK CITY,,,DAHILL RD,4232,FORECAST
12146,2014,02_2094,11,25626601.0,N,3.78,4.93,PENNSYLVANIA AVE,FOUNTAIN AVE,NEW YORK CITY,,,FLATLANDS AVE,10540,FORECAST
12147,2014,02_2095,11,25634901.0,N,1.44,2.58,DRIGGS AVE,ASH ST,NEW YORK CITY,,,MANHATTAN AVE,10179,FORECAST
12148,2014,02_2096,11,25607901.0,N,2.08,2.99,57TH ST,DAHILL RD,NEW YORK CITY,,,16TH AVE,6006,ACTUAL
12149,2014,02_2097,11,30055701.0,N,0.0,1.13,FLATBUSH AVE,KINGS HWY,NEW YORK CITY,,,GLENWOOD RD,10222,FORECAST
12150,2014,02_2098,11,25651401.0,N,0.25,1.39,PENNSYLVANIA AVE,FOUNTAIN AVE,NEW YORK CITY,,,WORTMAN AVE,3301,FORECAST
12151,2014,02_2099,11,25635801.0,N,0.0,1.12,W 37TH ST,STILLWELL AVE,NEW YORK CITY,,,MERMAID AVE,9279,FORECAST
12152,2014,02_2100,11,25644501.0,N,3.1,4.2,LEFFERTS AVE,FULTON ST,NEW YORK CITY,,,SCHENECTADY AVE,6518,FORECAST
12153,2014,02_2101,11,25647401.0,N,1.03,2.13,EMPIRE BLVD,FULTON ST,NEW YORK CITY,,,TROY AVE,7723,FORECAST
12154,2014,02_2102,11,25632601.0,N,0.44,1.53,EMPIRE BLVD,FULTON ST,NEW YORK CITY,,,KINGSTON AVE,4630,FORECAST
12155,2014,02_2103,11,25651001.0,N,0.67,1.76,NEW YORK AVE,REMSEN AVE,NEW YORK CITY,,,WINTHROP ST,9586,FORECAST
12156,2014,02_2104,11,25642001.0,N,0.0,1.08,FULTON ST,BROADWAY,NEW YORK CITY,,,REID AVE,11324,FORECAST
12157,2014,02_2105,11,25647601.0,N,0.0,1.06,MARCY AVE,I 278,NEW YORK CITY,,,UNION AVE,9402,FORECAST
12158,2014,02_2106,11,25619501.0,N,0.0,1.05,FLATBUSH AVE,ALBANY AVE,NEW YORK CITY,,,CLARKSON AVE,7854,FORECAST
12159,2014,02_2107,11,25623801.0,N,0.0,1.04,AVE U,FLATLANDS AVE,NEW YORK CITY,,,E 36TH ST,1706,FORECAST
12160,2014,02_2108,11,25607801.0,N,0.0,1.03,2ND AVE,PROSPECT PK W,NEW YORK CITY,,,15TH ST,5905,FORECAST
12161,2014,02_2109,11,25631701.0,N,0.18,1.21,HUMBOLDT ST,FLUSHING AVE,NEW YORK CITY,,,JOHNSON AVE,3248,FORECAST
12162,2014,02_2110,11,25621601.0,N,0.12,1.14,COZINE AVE,CONDUIT BLVD,NEW YORK CITY,,,CRESCENT ST,1123,FORECAST
12163,2014,02_2111,11,30120001.0,N,0.0,1.04,SHEEPSHEAD BAY,AVE U,NEW YORK CITY,,,GRAVSND NCK RD,2797,FORECAST
12164,2014,02_2112,11,25608301.0,N,0.12,1.15,GOWANUS EXPWY,10TH AVE,NEW YORK CITY,,,20TH ST,5707,FORECAST
12165,2014,02_2113,11,25634101.0,N,0.0,1.0,BROADWAY,ST NICHOLAS AV,NEW YORK CITY,,,LINDEN ST,1640,FORECAST
12166,2014,02_2114,11,25619801.0,N,0.0,1.0,ATLANTIC AVE,PARK AVE,NEW YORK CITY,,,CLINTON AVE,4980,FORECAST
12167,2014,02_2115,11,25626001.0,N,0.54,1.55,NOSTRAND AVE,UTICA AVE,NEW YORK CITY,,,FARRAGUT RD,10930,FORECAST
12168,2014,02_2116,11,30108501.0,N,0.0,0.86,HAMILTON AVE WB,ATLANTIC AVE,NEW YORK CITY,,,HICKS ST,11292,FORECAST
12169,2014,02_2117,11,25632801.0,N,0.99,1.94,GREENE AVE,MORGAN AVE,NEW YORK CITY,,,KNICKERBCKR AV,4131,FORECAST
12170,2014,02_2118,11,27862501.0,N,0.0,1.01,WILLIAMS AVE,LINWOOD ST,NEW YORK CITY,,,HEGEMAN AVE,5184,FORECAST
12171,2014,02_2119,11,25608101.0,N,0.0,0.95,US ARMY SPLY B,39TH ST,NEW YORK CITY,,,1ST AVE,3300,FORECAST
12172,2014,02_2120,11,25630901.0,N,1.35,2.28,EASTERN PKY,BROADWAY,NEW YORK CITY,,,THOMS BOYLAND S,6077,FORECAST
12173,2014,02_2121,11,25631201.0,N,0.4,1.35,METROPOLITN AV,FLUSHING AVE,NEW YORK CITY,,,HUMBOLDT ST,4215,FORECAST
12174,2014,02_2122,11,25644701.0,N,0.4,1.32,REMSEN AVE,E 108TH ST,NEW YORK CITY,,,SEAVIEW AVE,14608,FORECAST
12175,2014,02_2123,11,25645001.0,N,0.0,0.92,EMMONS BLVD,OXFORD ST,NEW YORK CITY,,,SHORE BLVD,14101,FORECAST
12176,2014,02_2124,11,25612201.0,N,0.4,1.3,3RD AVE,PROSPECT PK W,NEW YORK CITY,,,9TH ST,9248,FORECAST
12177,2014,02_2125,11,25650001.0,N,0.0,0.89,I 278,BROADWAY,NEW YORK CITY,,,WALLABOUT ST,3358,FORECAST
12178,2014,02_2126,11,30088801.0,N,0.0,0.78,FLATBUSH AVE,BROOKLYN AVE,NEW YORK CITY,,,BEVERLY RD,7937,FORECAST
12179,2014,02_2127,11,25651501.0,N,0.0,0.87,FLUSHING AVE,MYRTLE AVE,NEW YORK CITY,,,WYCKOFF AVE,7585,FORECAST
12180,2014,02_2128,11,30085601.0,N,0.0,0.64,FOSTER AVE,ROCKAWAY AVE,NEW YORK CITY,,,AVENUE D,10700,FORECAST
12181,2014,02_2129,11,25624601.0,N,0.52,1.37,FLATLANDS AVE,PAERDGT 15TH S,NEW YORK CITY,,,E 80TH ST,14832,FORECAST
12182,2014,02_2130,11,25634801.0,N,0.0,0.85,SEAVIEW AVE,FLATLANDS AVE,NEW YORK CITY,,,LOUISIANA AVE,9369,FORECAST
12183,2014,02_2131,11,25637101.0,N,0.17,1.03,BEDFORD AVE,VARICK AVE,NEW YORK CITY,,,NASSAU AVE,6211,FORECAST
12184,2014,02_2133,11,25629001.0,N,0.0,0.85,FULTON ST,FRANKLIN AVE,NEW YORK CITY,,,GREENE AVE,3870,FORECAST
12185,2014,02_2134,11,25647701.0,N,1.16,2.01,3RD AVE,PLAZA ST W,NEW YORK CITY,,,UNION ST,8866,FORECAST
12186,2014,02_2135,11,25626201.0,N,0.0,0.86,GERRITSEN AVE,FLATBUSH AVE,NEW YORK CITY,,,FILLMORE AVE,6230,FORECAST
12187,2014,02_2136,11,25627301.0,N,0.0,0.84,N 14TH ST,COMMERCIAL ST,NEW YORK CITY,,,FRANKLIN ST,6418,FORECAST
12188,2014,02_2137,11,25618801.0,N,0.61,1.44,GREENE AVE,FLUSHING AVE,NEW YORK CITY,,,CARLTON AVE,3207,FORECAST
12189,2014,02_2138,11,25638801.0,N,0.0,0.83,CORBIN PL,OXFORD ST,NEW YORK CITY,,,ORIENTAL BLVD,6361,FORECAST
12190,2014,02_2139,11,25627701.0,N,0.0,0.82,ATLANTIC AVE,OLD FULTON ST,NEW YORK CITY,,,FURMAN ST,6315,FORECAST
12191,2014,02_2140,11,25644601.0,N,0.0,0.81,CLINTON ST,FLATBUSH AVE,NEW YORK CITY,,,SCHERMERHRN ST,7379,FORECAST
12192,2014,02_2141,11,25614401.0,N,0.66,1.47,E 16TH ST,GERRITSEN AVE,NEW YORK CITY,,,AVENUE R,8426,FORECAST
12193,2014,02_2142,11,25617901.0,N,0.0,0.79,OCEAN PKY,CORBIN PL,NEW YORK CITY,,,BRGHTN BECH AV,6722,FORECAST
12194,2014,02_2143,11,25636101.0,N,0.0,0.79,NATIONAL DR,AVENUE U,NEW YORK CITY,,,MILL AVE,5341,FORECAST
12195,2014,02_2144,11,25626901.0,N,0.0,0.77,101ST ST,86TH ST,NEW YORK CITY,,,FT HAMILTON PKW,7006,FORECAST
12196,2014,02_2145,11,25634201.0,N,0.0,0.77,CLINTON ST,FLATBUSH AVE,NEW YORK CITY,,,LIVINGSTON ST,14551,FORECAST
12197,2014,02_2146,11,25647101.0,N,0.0,0.78,FLATBUSH AVE,BROOKLYN AVE,NEW YORK CITY,,,TILDEN AVE,3509,FORECAST
12198,2014,02_2148,11,25644301.0,N,0.0,0.77,BROADWAY,IRVING AVE,NEW YORK CITY,,,SCHAEFFER ST,1193,FORECAST
12199,2014,02_2149,11,25617201.0,N,0.29,1.04,UNION ST,FULTON ST,NEW YORK CITY,,,BOND ST,4725,FORECAST
12200,2014,02_2150,11,25629901.0,N,0.0,0.75,CROPSEY AVE,STILLWELL AVE,NEW YORK CITY,,,HARWAY AVE,3228,FORECAST
12201,2014,02_2151,11,30094501.0,N,0.95,1.67,ATLANTIC AVE,CADMAN PLAZA WEST,NEW YORK CITY,,,HENRY ST,5083,FORECAST
12202,2014,02_2152,11,25631101.0,N,0.32,1.07,UNION ST,FULTON ST,NEW YORK CITY,,,HOYT ST,6310,FORECAST
12203,2014,02_2153,11,25610001.0,N,0.0,0.74,1ST AVE,6TH AVE,NEW YORK CITY,,,52ND ST,2687,FORECAST
12204,2014,02_2155,11,25632501.0,N,0.43,1.16,I 278,GREENPOINT AVE,NEW YORK CITY,,,KINGSLAND AVE,5470,FORECAST
12205,2014,02_2156,11,25637601.0,N,0.1,0.83,UNION ST,FLATBUSH AVE,NEW YORK CITY,,,NEVINS ST,2868,FORECAST
12206,2014,02_2157,11,25644901.0,N,0.0,0.73,NEPTUNE AVE,AVENUE X,NEW YORK CITY,,,SHELL RD,10932,FORECAST
12207,2014,02_2158,11,25648501.0,N,0.0,0.73,GRAND ST,I 278,NEW YORK CITY,,,VANDERVOORT AV,15146,FORECAST
12208,2014,02_2159,11,25650701.0,N,0.21,0.94,VANDERBILT AVE,BEDFORD AVE,NEW YORK CITY,,,WILLOUGHBY AVE,1887,FORECAST
12209,2014,02_2160,11,25642801.0,N,1.77,2.49,EASTERN PKY,BROADWAY,NEW YORK CITY,,,ROCKAWAY AVE,13018,FORECAST
12210,2014,02_2161,11,25608501.0,N,0.0,0.71,CROPSEY AVE,STILLWELL AVE,NEW YORK CITY,,,24TH AVE,7601,FORECAST
12211,2014,02_2162,11,25614701.0,N,4.17,4.88,MILL AVE,BERGEN AVE,NEW YORK CITY,,,AVENUE U,11268,FORECAST
12212,2014,02_2163,11,30094301.0,N,0.0,0.59,HEGEMAN AVE,KINGS HWY,NEW YORK CITY,,,E 98TH ST,7571,FORECAST
12213,2014,02_2164,11,25646101.0,N,0.14,0.39,SURF AVE,NEPTUNE AVE,NEW YORK CITY,,,STILLWELL AVE,6833,FORECAST
12214,2014,02_2200,11,30084001.0,N,0.0,1.15,7TH AVE,15TH AVE,NEW YORK CITY,,,67TH ST,1851,FORECAST
12215,2014,02_2201,11,25609601.0,N,0.0,2.51,1ST AVE,18TH AVE,NEW YORK CITY,,,47TH ST,4000,FORECAST
12216,2014,02_2202,11,25610201.0,N,0.14,2.67,2ND AVE,19TH AVE,NEW YORK CITY,,,55TH ST,2258,FORECAST
12217,2014,02_2203,11,25610501.0,N,0.32,2.21,GOWANUS EXPWY NB,16TH AVE,NEW YORK CITY,,,58TH ST,2814,FORECAST
12218,2014,02_2204,11,25610101.0,N,0.73,2.96,6TH AVE,21ST AVE,NEW YORK CITY,,,53RD ST,3572,FORECAST
12219,2014,02_2205,11,25607401.0,N,0.0,2.41,86TH ST,37TH ST,NEW YORK CITY,,,12TH AVE,5614,FORECAST
12220,2014,02_2206,11,25607901.0,N,0.0,1.68,SHORE PKY,65TH ST,NEW YORK CITY,,,16TH AVE,6981,FORECAST
12221,2014,02_2207,11,25645801.0,N,0.0,1.91,FLATBUSH AVE,ALBANY AVE,NEW YORK CITY,,,ST MARKS AVE,3322,FORECAST
12222,2014,02_2208,11,25616901.0,N,0.45,1.46,LINDEN BLVD,ATLANTIC AVE,NEW YORK CITY,,,BERRIMAN ST,1107,FORECAST
12223,2014,02_2209,11,25619701.0,N,1.39,1.78,ATLANTIC AVE,JAMAICA AVE,NEW YORK CITY,,,CLEVELAND ST,1674,FORECAST
12224,2014,02_2210,11,25634301.0,N,0.51,1.72,NEW LOTS AVE,JAMAICA AVE,NEW YORK CITY,,,LOGAN ST,3685,FORECAST
12225,2014,02_2211,11,25633401.0,N,0.0,1.9,FLATBUSH AVE,REMSEN AVE,NEW YORK CITY,,,LENOX RD,6949,FORECAST
12226,2014,02_2212,11,27896201.0,N,0.59,1.46,KINGSLAND AVE,METROPOLITAN AVE,NEW YORK CITY,,,MEEKER AVE N,2596,FORECAST
12227,2014,02_2213,11,30091201.0,N,0.16,1.45,NEW LOTS AVE,VAN SINDEREN AVE,NEW YORK CITY,,,DUMONT AVE,3564,FORECAST
12228,2014,02_2214,11,30085501.0,N,0.0,1.13,61ST ST,NEW UTRECHT AVE,NEW YORK CITY,,,9TH AVE,8238,FORECAST
12229,2014,02_2215,11,25614801.0,N,0.0,1.53,GRAVSND NCK RD,NOSTRAND AVE,NEW YORK CITY,,,AVENUE V,3426,FORECAST
12230,2014,02_2217,11,25614901.0,N,0.15,1.15,W 11TH ST,E 16TH ST,NEW YORK CITY,,,AVENUE W,5960,FORECAST
12231,2014,02_2218,11,30085001.0,N,0.0,2.14,FT HAMILTONPKWY,STILLWELL AVE,NEW YORK CITY,,,78TH ST,855,FORECAST
12232,2014,02_2219,11,30094701.0,N,0.0,1.32,HUNTER FLY PL,VAN SINDEREN A,NEW YORK CITY,,,HERKIMER ST,2385,FORECAST
12233,2014,02_2220,11,25641701.0,N,0.65,3.23,NOSTRAND AVE,WYCKOFF AVE,NEW YORK CITY,,,PUTNAM AVE,2475,FORECAST
12234,2014,02_3000,11,27377601.0,Y,0.0,0.1,17TH ST,NY27 EB (ON),NEW YORK CITY,,,NY27 EXIT 2 AT,15294,FORECAST
12235,2014,02_3001,11,27494901.0,Y,0.0,0.11,NY27 WB (OFF),PROSPECT AVE,NEW YORK CITY,,,NY27 EXIT 2 AT,16427,FORECAST
12236,2014,02_3002,11,27495001.0,Y,0.0,0.21,19TH ST,NY27 EB (ON),NEW YORK CITY,,,NY27 EXIT 3 AT,5306,FORECAST
12237,2014,02_3003,11,27676301.0,Y,0.0,0.2,NY27 WB (OFF),18TH ST,NEW YORK CITY,,,NY27 EXIT 3 AT,6651,FORECAST
12238,2014,02_3004,11,27495101.0,Y,0.0,0.21,NY27 EB (OFF),19TH ST,NEW YORK CITY,,,NY 27 EXIT 4 AT,8574,FORECAST
12239,2014,02_3005,11,27680101.0,Y,0.0,0.24,18TH ST,NY27 WB (ON),NEW YORK CITY,,,NY 27 EXIT 4 AT,9109,FORECAST
12240,2014,02_3006,11,27495201.0,Y,0.0,0.25,NY27 EB (OFF),OCEAN PKWY,NEW YORK CITY,,,NY27 EXIT 5 AT,3207,FORECAST
12241,2014,02_3007,11,27495301.0,Y,0.0,0.17,PROSPECT AVE,NY27 WB (ON),NEW YORK CITY,,,NY27 EXIT 5 AT,6474,FORECAST
12242,2014,02_3009,11,27566801.0,Y,0.0,0.25,92ND ST,I278 EB (ON),NEW YORK CITY,,,I278 EXIT 17 AT,3568,FORECAST
12243,2014,02_3014,11,27567501.0,Y,0.0,0.18,I278 EB (OFF),MERGE WITH 86TH ST OFF,NEW YORK CITY,,,I278 EXITS 18-1,8026,FORECAST
12244,2014,02_3015,11,27567401.0,Y,0.0,0.56,86TH ST,I278 EB (ON),NEW YORK CITY,,,I278 EXITS 18-1,8169,FORECAST
12245,2014,02_3016,11,27562201.0,Y,0.0,0.33,I278 WB (OFF),GATLING PL,NEW YORK CITY,,,I278 EXITS 18-1,7674,FORECAST
12246,2014,02_3017,11,27565401.0,Y,0.0,0.15,GATLING PL,I278 WB (ON),NEW YORK CITY,,,I278 EXITS 18-1,11613,FORECAST
12247,2014,02_3018,11,27567601.0,Y,0.0,0.29,I278 EB (OFF),7TH AVE,NEW YORK CITY,,,I278 EXIT 20 AT,9232,FORECAST
12248,2014,02_3019,11,27567701.0,Y,0.0,0.2,65TH ST,I278 EB (ON),NEW YORK CITY,,,I278 EXIT 20 AT,12565,FORECAST
12249,2014,02_3020,11,27567801.0,Y,0.0,0.21,I278 WB (OFF),6TH AVE,NEW YORK CITY,,,I278 EXIT 20 AT,15438,FORECAST
12250,2014,02_3021,11,27567901.0,Y,0.0,0.32,6TH AVE,I278 WB (ON),NEW YORK CITY,,,I278 EXIT 20 AT,2771,FORECAST
12251,2014,02_3025,11,27569201.0,Y,0.0,0.08,I278 EB (OFF),DIVERGE TO ATLANTIC AVE,NEW YORK CITY,,,I278 EXIT 27 AT,4656,FORECAST
12252,2014,02_3026,11,27569301.0,Y,0.0,0.17,ATLANTIC AVE,I278 EB (ON),NEW YORK CITY,,,I278 EXIT 27 AT,10572,FORECAST
12253,2014,02_3027,11,27569401.0,Y,0.0,0.24,I278 WB (OFF),DIVERGE TO COLUMBIA ST,NEW YORK CITY,,,I278 EXIT 27 AT,2481,FORECAST
12254,2014,02_3028,11,27569501.0,Y,0.0,0.13,MERGE FROM COLUMBIA ST,I278 WB (ON),NEW YORK CITY,,,I278 EXIT 27 AT,7437,FORECAST
12255,2014,02_3029,11,27489901.0,Y,0.15,0.35,HIGHLAND BLVD,908B NB (ON),NEW YORK CITY,,,908B EXIT 1 AT,14517,FORECAST
12256,2014,02_3030,11,27490001.0,Y,0.0,0.33,908B SB (OFF),HIGHLAND BLVD,NEW YORK CITY,,,908B EXIT 1 AT,11966,FORECAST
12257,2014,02_3031,11,27469901.0,Y,0.0,0.3,907 NE (OFF),SHORE RD(ON),NEW YORK CITY,,,907C EXIT 1 AT,3432,FORECAST
12258,2014,02_3032,11,27470001.0,Y,0.0,0.52,2ND AVE,907C NE(ON),NEW YORK CITY,,,907C EXIT 1 AT,12267,FORECAST
12259,2014,02_3033,11,27470201.0,Y,0.0,0.19,SHORE RD,907C SW(ON),NEW YORK CITY,,,907C EXIT 1 AT,3018,FORECAST
12260,2014,02_3034,11,27470101.0,Y,0.0,0.24,907C SW(OFF),SHORE RD,NEW YORK CITY,,,907C EXIT 1 AT,13095,FORECAST
12261,2014,02_3035,11,27470301.0,Y,0.0,0.36,4TH AVE,907C NE(ON),NEW YORK CITY,,,907C EXIT 2 4TH,9687,FORECAST
12262,2014,02_3036,11,27470401.0,Y,0.0,0.21,907C NE (OFF),NY907C SHORE PKY,NEW YORK CITY,,,907C EXIT 2 4TH,2060,FORECAST
12263,2014,02_3037,11,27470501.0,Y,0.0,0.2,907C SW(OFF),4TH AVE,NEW YORK CITY,,,907C EXIT 2 4TH,9901,FORECAST
12264,2014,02_3038,11,27470601.0,Y,0.0,0.29,4TH AVE,907C SW(ON),NEW YORK CITY,,,907C EXIT 2 4TH,5196,FORECAST
12265,2014,02_3039,11,27470701.0,Y,0.0,0.41,BAY 8TH ST,NY907C SHORE PKY,NEW YORK CITY,,,907C EXIT 4 ERI,9638,FORECAST
12266,2014,02_3040,11,27470801.0,Y,0.0,0.35,907C NE (OFF),BAY 8TH ST,NEW YORK CITY,,,907C EXIT 4 ERI,3267,FORECAST
12267,2014,02_3041,11,27470901.0,Y,0.0,0.18,907C SW(OFF),SHORE PKWY,NEW YORK CITY,,,907C EXIT 4 ERI,9291,FORECAST
12268,2014,02_3042,11,27510101.0,Y,0.0,0.31,BAY 8TH ST,907C SW(ON),NEW YORK CITY,,,907C EXIT 4 ERI,4415,FORECAST
12269,2014,02_3044,11,27471101.0,Y,0.0,0.28,SHORE PKWY,907C NE (ON),NEW YORK CITY,,,907C EXIT 5 BAY,9926,FORECAST
12270,2014,02_3045,11,27471201.0,Y,0.0,0.24,907C SW (OFF),BAY PKWY,NEW YORK CITY,,,907C EXIT 5 BAY,11419,FORECAST
12271,2014,02_3046,11,27471301.0,Y,0.0,0.32,BAY PKWY,907C SW (ON),NEW YORK CITY,,,907C EXIT 5 BAY,10293,FORECAST
12272,2014,02_3047,11,27471401.0,Y,0.0,0.14,907C NE(OFF),SHORE PKWY,NEW YORK CITY,,,907C EXIT 6 CRO,9829,FORECAST
12273,2014,02_3048,11,27471901.0,Y,0.0,0.22,SHORE PKWY,907C SW (ON),NEW YORK CITY,,,907C EXIT 6 CRO,11542,FORECAST
12274,2014,02_3049,11,27471601.0,Y,0.0,0.23,CROPSEY AVE,907C NE (ON),NEW YORK CITY,,,907C EXIT 6 CRO,3271,FORECAST
12275,2014,02_3050,11,27471801.0,Y,0.0,0.1,907C SW (OFF),CROPSEY AVE,NEW YORK CITY,,,907C EXIT 6 CRO,7479,FORECAST
12276,2014,02_3051,11,27471701.0,Y,0.0,0.21,907C SW (OFF),DIVERGE TO AVE Z,NEW YORK CITY,,,907C EXIT 6 CRO,3440,FORECAST
12277,2014,02_3052,11,27471501.0,Y,0.0,0.19,CROPSEY AVE,907C NE(ON),NEW YORK CITY,,,907C EXIT 6 CRO,7860,FORECAST
12278,2014,02_3053,11,27472001.0,Y,0.0,0.15,907C NE (OFF),SHORE PKWY,NEW YORK CITY,,,907C EXIT 7 SHO,10546,FORECAST
12279,2014,02_3054,11,27472101.0,Y,0.0,0.12,SHORE PKWY,907C NE (ON),NEW YORK CITY,,,907C EXIT 7 SHO,8132,FORECAST
12280,2014,02_3055,11,27472201.0,Y,0.0,0.14,907C SW (OFF),SHORE PKWY,NEW YORK CITY,,,907C EXIT 7 SHO,6399,FORECAST
12281,2014,02_3056,11,27472301.0,Y,0.0,0.19,SHORE PKWY,907C SW(ON),NEW YORK CITY,,,907C EXIT 7 SHO,11109,FORECAST
12282,2014,02_3057,11,27472401.0,Y,0.0,0.14,907C NE (OFF),SHORE PKWY,NEW YORK CITY,,,907C EXIT 8 CON,16859,FORECAST
12283,2014,02_3058,11,27492201.0,Y,0.0,0.09,SHORE PKWY,907C SW(ON),NEW YORK CITY,,,907C EXIT 8 CON,10072,FORECAST
12284,2014,02_3059,11,27472501.0,Y,0.0,0.15,SHORE PKWY,907C NE 9ON),NEW YORK CITY,,,907C EXIT 8 CON,5479,FORECAST
12285,2014,02_3060,11,27660601.0,Y,0.0,0.16,907C SW (OFF),VOOHIES AVE,NEW YORK CITY,,,907C EXIT 8 CON,9438,FORECAST
12286,2014,02_3063,11,27472801.0,Y,0.0,0.1,907C NE (OFF),EMMONS AVE,NEW YORK CITY,,,907C EXIT 9 EMM,1938,FORECAST
12287,2014,02_3064,11,27472901.0,Y,0.0,0.32,EMMONS AVE,907C NE (ON),NEW YORK CITY,,,907C EXIT 9 EMM,11149,FORECAST
12288,2014,02_3065,11,27660701.0,Y,0.0,0.12,907C SW (OFF),SHORE PKWY,NEW YORK CITY,,,907C EXIT 9 EMM,9484,FORECAST
12289,2014,02_3066,11,27473101.0,Y,0.0,0.36,907C NE (OFF),FLATBUSH AVE,NEW YORK CITY,,,907C EXIT 11 FL,5821,FORECAST
12290,2014,02_3067,11,27473501.0,Y,0.0,0.25,FLATBUSH AVE,907C NE (ON),NEW YORK CITY,,,907C EXIT 11 FL,9925,FORECAST
12291,2014,02_3068,11,27473201.0,Y,0.0,0.5,FLATBUSH AVE,907C NE (ON),NEW YORK CITY,,,907C EXIT 11 FL,1318,FORECAST
12292,2014,02_3069,11,27473601.0,Y,0.0,0.28,907C NE (OFF),FLATBUSH AVE,NEW YORK CITY,,,907C EXIT 11 FL,11161,FORECAST
12293,2014,02_3070,11,27473801.0,Y,0.0,0.29,907C SW (OFF),FLATBUSH AVE,NEW YORK CITY,,,907C EXIT 11 FL,11760,FORECAST
12294,2014,02_3071,11,27473401.0,Y,0.0,0.61,FLATBUSH AVE,907C SW (ON),NEW YORK CITY,,,907C EXIT 11 FL,5971,FORECAST
12295,2014,02_3072,11,27473701.0,Y,0.0,0.26,FLATBUSH AVE,907C SW (ON),NEW YORK CITY,,,907C EXIT 11 FL,11528,FORECAST
12296,2014,02_3073,11,27473301.0,Y,0.0,0.38,907C SW (OFF),FLATBUSH AVE,NEW YORK CITY,,,907C EXIT 11 FL,1350,FORECAST
12297,2014,02_3074,11,27654801.0,Y,0.0,0.25,907C NE(OFF),ROCKAWAY PKWY,NEW YORK CITY,,,907C EXIT 13 RO,6083,FORECAST
12298,2014,02_3075,11,27656001.0,Y,0.0,0.32,ROCKAWAY PKWY,907C NE (ON),NEW YORK CITY,,,907C EXIT 13 RO,11182,FORECAST
12299,2014,02_3076,11,27628701.0,Y,0.0,0.23,907C SW(OFF),SHORE PKWY,NEW YORK CITY,,,907C EXIT 13 RO,10545,FORECAST
12300,2014,02_3077,11,27628801.0,Y,0.0,0.27,ROCKAWAY PKWY,907C SW(ON),NEW YORK CITY,,,907C EXIT 13 RO,6145,FORECAST
12301,2014,02_3078,11,27628901.0,Y,0.0,0.25,907C NE(OFF),PENNSYLVANIA AVE,NEW YORK CITY,,,907C EXIT 14 PE,7282,FORECAST
